refseq_peptide	description	rgd_id	uniprot_gn_id
XP_006232323	defective in cullin neddylation 1 domain containing 1	1309668	A0A0G2K8D6, A0A8I5Y621, A0A8I5ZYZ4, A0A8I6ADB9, A0A8I6AI94, D3ZRV0
XP_006232324	defective in cullin neddylation 1 domain containing 1	1309668	A0A0G2K8D6, A0A8I5Y621, A0A8I5ZYZ4, A0A8I6ADB9, A0A8I6AI94, D3ZRV0
XP_006232325	defective in cullin neddylation 1 domain containing 1	1309668	A0A0G2K8D6, A0A8I5Y621, A0A8I5ZYZ4, A0A8I6ADB9, A0A8I6AI94, D3ZRV0
XP_006232328	cyclin A2	621059	A0A0G2JVY9, G3V802
XP_006232362	polo-like kinase 4	1305390	A0A0G2JZ86, A0A8I6A6C6, A0A8I6B1D8, A0A8L2Q8F8
XP_006232363	jade family PHD finger 1	1306920	A0A8I6A9X2, A0A8I6AB02, A0A8I6GJ46, D3ZM64
XP_006232390	E74 like ETS transcription factor 2	1310585	A0A8I6A6H4, A0A8I6ACZ4, A0A8I6AGL8, Q5XIS3, Q5XIT5
XP_006232391	E74 like ETS transcription factor 2	1310585	A0A8I6A6H4, A0A8I6ACZ4, A0A8I6AGL8, Q5XIS3, Q5XIT5
XP_006232395	ALG5, dolichyl-phosphate beta-glucosyltransferase	1308900	A0A8I6GIJ2, A0A8I6GKU7, Q4QQS6
XP_006232397	periostin	1305285	A0A0G2K692, A0A8I5Y5Q6, A0A8I5Y6L2, A0A8I6AHK0, A0A8I6AK89, D3ZAF5
XP_006232398	periostin	1305285	A0A0G2K692, A0A8I5Y5Q6, A0A8I5Y6L2, A0A8I6AHK0, A0A8I6AK89, D3ZAF5
XP_006232400	SPT20 homolog, SAGA complex component	1307812	A0A0G2JYU8, A0A0G2KAS5, A0A8I5ZMJ0, A0A8I6G6T8
XP_006232404	SPT20 homolog, SAGA complex component	1307812	A0A0G2JYU8, A0A0G2KAS5, A0A8I5ZMJ0, A0A8I6G6T8
XP_006232406	SPT20 homolog, SAGA complex component	1307812	A0A0G2JYU8, A0A0G2KAS5, A0A8I5ZMJ0, A0A8I6G6T8
XP_006232407	SPT20 homolog, SAGA complex component	1307812	A0A0G2JYU8, A0A0G2KAS5, A0A8I5ZMJ0, A0A8I6G6T8
XP_006232408	SPT20 homolog, SAGA complex component	1307812	A0A0G2JYU8, A0A0G2KAS5, A0A8I5ZMJ0, A0A8I6G6T8
XP_006232430	coiled-coil domain containing 169	1593170	A0A0G2K3N0, A0A8I6AE52, D4ABE7
XP_006232448	TSC22 domain family, member 2	1593169	A0A0G2K4L6, A0A8I6AMN2, D3ZDW3
XP_006232510	similar to human chromosome 3 open reading frame 33	1565059	A0A0G2K3F1, A0A8I5Y8F0, A0A8I5Y9H8, A0A8I6A0D1, A0A8I6AIX7, F7F0A6
XP_006232539	myeloid leukemia factor 1	1306854	A0A8I6AES2, A0A8I6ARE8, D3ZCQ9
XP_006232541	myeloid leukemia factor 1	1306854	A0A8I6AES2, A0A8I6ARE8, D3ZCQ9
XP_006232550	otolin 1	1562064	D4AD22
XP_006232587	fibrinogen gamma chain	2613	P02680
XP_006232592	RNA binding motif protein 46	1560205	A0A8I6ACM5, A0A8I6ALR2, A0A8I6G6G8, D3ZAE2
XP_006232597	protocadherin-16-like	1563329	F1M5X7
XP_006232607	ADP-ribosylation factor interacting protein 1	708401	A0A0G2JYA2, A0A8I5ZL02, A0A8I6ACN3, A0A8L2Q6T7
XP_006232608	ADP-ribosylation factor interacting protein 1	708401	A0A0G2JYA2, A0A8I5ZL02, A0A8I6ACN3, A0A8L2Q6T7
XP_006232617	F-box and WD repeat domain containing 7	2321145	A0A0G2K979, A0A8I6AED9, D3Z902, D3ZQU4
XP_006232621	S100 calcium binding protein A3	620260	A0A0G2K8A2, A0A8I6A319, A0A8L2Q7T6
XP_006232622	S100 calcium binding protein A3	620260	A0A0G2K8A2, A0A8I6A319, A0A8L2Q7T6
XP_006232625	S100 calcium binding protein A3	620260	A0A0G2K8A2, A0A8I6A319, A0A8L2Q7T6
XP_006232630	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232631	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232633	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232634	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232635	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232638	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232642	tropomyosin 3	621546	A0A140TAF0, A0A8I6A144, A0A8I6B5K9, A0A8I6G322, A0A8L2QDD2, A0A8L2QDD9
XP_006232655	pyruvate kinase L/R	3336	A0A0H2UI07, B1WBN9, P12928
XP_006232672	death associated protein 3	1305339	A0A0G2K264, A0A8I5ZY00, A0A8I5ZZU0, A0A8I6GLX9, F7EZZ0
XP_006232673	death associated protein 3	1305339	A0A0G2K264, A0A8I5ZY00, A0A8I5ZZU0, A0A8I6GLX9, F7EZZ0
XP_006232695	Rh family B glycoprotein	727813	A0A0U1RRR1, A0A8I6GHX9, Q68FT6
XP_006232704	ubiquilin 4	1308273	A0A8I6A1E6, D4A3P1
XP_006232705	Rho/Rac guanine nucleotide exchange factor 2	1304659	A0A0G2K0V4, A0A1B0GWX6, A0A1B0GWX8, A0A1B0GWY5, A0A8I6AFM5, A0A8I6AK99, A0A8I6GLA8, Q5FVC2
XP_006232708	Rho/Rac guanine nucleotide exchange factor 2	1304659	A0A0G2K0V4, A0A1B0GWX6, A0A1B0GWX8, A0A1B0GWY5, A0A8I6AFM5, A0A8I6AK99, A0A8I6GLA8, Q5FVC2
XP_006232713	Rho/Rac guanine nucleotide exchange factor 2	1304659	A0A0G2K0V4, A0A1B0GWX6, A0A1B0GWX8, A0A1B0GWY5, A0A8I6AFM5, A0A8I6AK99, A0A8I6GLA8, Q5FVC2
XP_006232714	Rho/Rac guanine nucleotide exchange factor 2	1304659	A0A0G2K0V4, A0A1B0GWX6, A0A1B0GWX8, A0A1B0GWY5, A0A8I6AFM5, A0A8I6AK99, A0A8I6GLA8, Q5FVC2
XP_006232736	Fc receptor-like 1	1308526	A0A1W2Q6J8, A0A8I5Y603, A0A8I5ZXZ6, A0A8I6AEN6, A0A8I6AS51, A0A8I6ASK6, F1M8T7, Q4KM75
XP_006232740	kirre like nephrin family adhesion molecule 1	727883	A0A0G2JXH3, Q6X936
XP_006232743	doublecortin-like kinase 2	1308384	A0A8L2QQT4, A0A8L2QVM1, A0A8L2RA10, E9PSS1
XP_006232744	doublecortin-like kinase 2	1308384	A0A8L2QQT4, A0A8L2QVM1, A0A8L2RA10, E9PSS1
XP_006232746	doublecortin-like kinase 2	1308384	A0A8L2QQT4, A0A8L2QVM1, A0A8L2RA10, E9PSS1
XP_006232747	doublecortin-like kinase 2	1308384	A0A8L2QQT4, A0A8L2QVM1, A0A8L2RA10, E9PSS1
XP_006232806	ADAM metallopeptidase domain 15	620402	A0A8I6AF83, Q9QYV0
XP_006232821	Rho guanine nucleotide exchange factor 11	619705	A0A0G2JZC6, A0A8I5ZXJ6, A0A8I6A5B5, A0A8I6A8L7, A0A8I6AAM2, F1LQS9
XP_006232828	Rho guanine nucleotide exchange factor 11	619705	A0A0G2JZC6, A0A8I5ZXJ6, A0A8I6A5B5, A0A8I6A8L7, A0A8I6AAM2, F1LQS9
XP_006232836	adenosine deaminase, RNA-specific	71099	A0A8I6AEC1, G3V8T3
XP_006232837	adenosine deaminase, RNA-specific	71099	A0A8I6AEC1, G3V8T3
XP_006232840	adenosine deaminase, RNA-specific	71099	A0A8I6AEC1, G3V8T3
XP_006232845	SH3 domain containing 19	1304885	A0A1W2Q6D1, A0A8I5ZMF0, A0A8I6A086, A0A8I6AB73, A0A8I6AMM8, D3Z8S0
XP_006232846	SH3 domain containing 19	1304885	A0A1W2Q6D1, A0A8I5ZMF0, A0A8I6A086, A0A8I6AB73, A0A8I6AMM8, D3Z8S0
XP_006232847	SH3 domain containing 19	1304885	A0A1W2Q6D1, A0A8I5ZMF0, A0A8I6A086, A0A8I6AB73, A0A8I6AMM8, D3Z8S0
XP_006232850	tetratricopeptide repeat domain 24	2319887	F1LUG6
XP_006232851	tetratricopeptide repeat domain 24	2319887	F1LUG6
XP_006232944	sodium channel modifier 1	1308968	A0A8I5ZU22, A0A8I5ZYA6, D3ZSG1
XP_006232945	sodium channel modifier 1	1308968	A0A8I5ZU22, A0A8I5ZYA6, D3ZSG1
XP_006232952	tuftelin 1	1310373	A0A0G2K7T4, A0A8I5ZX33, B5DEI8, D3ZKZ5
XP_006232966	CUGBP, Elav-like family member 3	1563168	A0A8I6AGJ7, D4A916
XP_006232975	SET domain bifurcated histone lysine methyltransferase 1	1308370	A0A0G2K5A7, A0A8I6ASK2, D4A081
XP_006232979	SET domain bifurcated histone lysine methyltransferase 1	1308370	A0A0G2K5A7, A0A8I6ASK2, D4A081
XP_006232988	RAR-related orphan receptor C	1595785	A0A0G2QC01, A0A8I5ZN69, A0A8I6A746, A0A8I6GEH3
XP_006232989	cingulin	1311992	A0A8I6A4L9, A0A8I6ACK8, D4A4X4
XP_006232990	cingulin	1311992	A0A8I6A4L9, A0A8I6ACK8, D4A4X4
XP_006232991	cingulin	1311992	A0A8I6A4L9, A0A8I6ACK8, D4A4X4
XP_006232995	zinc finger protein 687	2323182	D3ZT56
XP_006232996	zinc finger protein 687	2323182	D3ZT56
XP_006232997	zinc finger protein 687	2323182	D3ZT56
XP_006232998	GA binding protein transcription factor subunit beta 2	1565234	D3ZSD3
XP_006233030	pre-mRNA processing factor 3	1310555	A0A0G2JTI7, A0A8I6GK69, D3ZI99
XP_006233031	pre-mRNA processing factor 3	1310555	A0A0G2JTI7, A0A8I6GK69, D3ZI99
XP_006233032	pre-mRNA processing factor 3	1310555	A0A0G2JTI7, A0A8I6GK69, D3ZI99
XP_006233058	ankyrin repeat domain 35	1305527	D3ZHR4
XP_006233080	chromodomain helicase DNA binding protein 1-like	1311935	A0A8I5ZYW5, A0A8I6A8B4, D4ACG6
XP_006233084	hydroxyacid oxidase 2	70972	A0A0G2K713, A0A8L2UQG3, Q07523
XP_006233086	hydroxyacid oxidase 2	70972	A0A0G2K713, A0A8L2UQG3, Q07523
XP_006233090	tryptophanyl tRNA synthetase 2 (mitochondrial)	1593417	A0A8I6A3I6, A0A8I6ANK9, F1M8H2
XP_006233100	terminal nucleotidyltransferase 5C	1359446	A0A8L2UJK0, Q5XIV0
XP_006233116	VANGL planar cell polarity protein 1	1597324	A0A8I5ZRZ0, A0A8I6AF48, D3ZKC8
XP_006233122	adenosine monophosphate deaminase 1	2109	A0A8I6A1E3, A0A8I6GGZ6, A0A8L2QD93, P10759
XP_006233126	putative homeodomain transcription factor 1	620426	A0A8I5ZM77, A0A8I5ZTV4, A0A8I5ZYW2, A0A8I6AB21, F1M8G0
XP_006233127	putative homeodomain transcription factor 1	620426	A0A8I5ZM77, A0A8I5ZTV4, A0A8I5ZYW2, A0A8I6AB21, F1M8G0
XP_006233162	tripartite motif-containing 33	1307339	D3ZUK4, D3ZUM5
XP_006233176	DENN domain containing 2D	1305120	A0A8I6ACY0, A0A8I6AZ21, B0BNM5
XP_006233179	choline/ethanolamine phosphotransferase 1	1359727	A0A8I5ZMF2, Q6AXM5
XP_006233194	potassium voltage-gated channel subfamily A member 2	2950	P63142
XP_006233195	potassium voltage-gated channel subfamily A member 2	2950	P63142
XP_006233196	potassium voltage-gated channel subfamily A member 2	2950	P63142
XP_006233198	seryl-tRNA synthetase 1	628813	A0A0G2JZG7, A0A8I6AQF7, Q6P799
XP_006233209	ligand dependent nuclear receptor interacting factor 1	1306520	A0A0G2JZ59, A0A8I6GL32, F1LMD4
XP_006233211	ligand dependent nuclear receptor interacting factor 1	1306520	A0A0G2JZ59, A0A8I6GL32, F1LMD4
XP_006233228	adenosylhomocysteinase-like 1	1309768	A0A140TAI8, A0A8I5ZSX3, A0A8I6A7K9, A0A8L2UQN5
XP_006233230	adenosine monophosphate deaminase 2	2110	A0A0G2K3U1, Q02356
XP_006233231	adenosine monophosphate deaminase 2	2110	A0A0G2K3U1, Q02356
XP_006233239	proline and serine rich coiled-coil 1	1585037	A0A8I6ASD1, Q3KR66
XP_006233256	sortilin 1	619999	A0A8I6G6Z1, A0A8L2QPF6
XP_006233257	sortilin 1	619999	A0A8I6G6Z1, A0A8L2QPF6
XP_006233289	SAS-6 centriolar assembly protein	1306255	A0A8I6GMD5, D3ZVI7, D3ZVS7
XP_006233301	Rho GTPase activating protein 29	1306185	A0A8I6ADH0, F1LPZ1
XP_006233302	Rho GTPase activating protein 29	1306185	A0A8I6ADH0, F1LPZ1
XP_006233322	phosphodiesterase 5A	620995	A0A8I5ZVK4, A0A8I6GLL2, G3V7V8
XP_006233338	SEC24 homolog B, COPII coat complex component	1309358	A0A8I6AF73, A0A8I6GKR9, D3ZW15
XP_006233339	SEC24 homolog B, COPII coat complex component	1309358	A0A8I6AF73, A0A8I6GKR9, D3ZW15
XP_006233347	calcium/calmodulin-dependent protein kinase II delta	2263	A0A8I5YBF2, A0A8I5ZUY3, A0A8I6A1N4, A0A8I6A550, A0A8I6AL07, A0A8I6AT87, A0A8L2QW89, P15791
XP_006233356	zinc finger, GRF-type containing 1	1305834	A0A8I5Y8G8, F1M404
XP_006233358	zinc finger, GRF-type containing 1	1305834	A0A8I5Y8G8, F1M404
XP_006233359	zinc finger, GRF-type containing 1	1305834	A0A8I5Y8G8, F1M404
XP_006233364	lymphoid enhancer binding factor 1	620241	A0A8I5Y632, A0A8I6A132, A0A8I6AS84, A0A8I6GLH5, G3V7C1
XP_006233367	lymphoid enhancer binding factor 1	620241	A0A8I5Y632, A0A8I6A132, A0A8I6AS84, A0A8I6GLH5, G3V7C1
XP_006233368	lymphoid enhancer binding factor 1	620241	A0A8I5Y632, A0A8I6A132, A0A8I6AS84, A0A8I6GLH5, G3V7C1
XP_006233371	lymphoid enhancer binding factor 1	620241	A0A8I5Y632, A0A8I6A132, A0A8I6AS84, A0A8I6GLH5, G3V7C1
XP_006233382	integrator complex subunit 12	1359136	A0A0H2UHJ4, Q68FR3
XP_006233395	ubiquitin-conjugating enzyme E2D 3	619912	A0A0G2JV72, A0A0G2K739, A0A8I5ZTF1, P61078
XP_006233396	ubiquitin-conjugating enzyme E2D 3	619912	A0A0G2JV72, A0A0G2K739, A0A8I5ZTF1, P61078
XP_006233397	ubiquitin-conjugating enzyme E2D 3	619912	A0A0G2JV72, A0A0G2K739, A0A8I5ZTF1, P61078
XP_006233409	tet methylcytosine dioxygenase 2	1311625	D4AC33
XP_006233412	centromere protein E	1307115	A0A8I6AVR3, D3ZV60
XP_006233413	centromere protein E	1307115	A0A8I6AVR3, D3ZV60
XP_006233425	protein phosphatase 3 catalytic subunit alpha	3382	A0A8I5Y7T7, P63329
XP_006233434	alcohol dehydrogenase 6 (class V)	2044	A0A8I5ZLG2, A0A8I6A108, A0A8I6ATS6, A0A8L2QGL3
XP_006233436	alcohol dehydrogenase 6 (class V)	2044	A0A8I5ZLG2, A0A8I6A108, A0A8I6ATS6, A0A8L2QGL3
XP_006233449	similar to hypothetical protein DKFZp434G072	1309170	A0A0G2K1J3, D4AAS0
XP_006233462	bone morphogenetic protein receptor type 1B	1595863	A0A8I5ZJI2, A0A8I5ZXN2, A0A8I6A0G0, M0R3J4
XP_006233463	bone morphogenetic protein receptor type 1B	1595863	A0A8I5ZJI2, A0A8I5ZXN2, A0A8I6A0G0, M0R3J4
XP_006233464	unc-5 netrin receptor C	735109	A0A0G2JTK0, A0A8I6A7B2, A0A8I6AAJ4, A0A8I6AEG2, A0A8I6APK1, A0A8I6GH52, F1LM73
XP_006233480	PDZ and LIM domain 5	621076	A0A8I6ADM7, A0A8I6ARU2, A0A8I6B1G1, A0A8I6G7D0, A0A8I6GJC1, A0A8I6GJY3, A0A8I6GKL2, A0A8L2QCL7
XP_006233481	PDZ and LIM domain 5	621076	A0A8I6ADM7, A0A8I6ARU2, A0A8I6B1G1, A0A8I6G7D0, A0A8I6GJC1, A0A8I6GJY3, A0A8I6GKL2, A0A8L2QCL7
XP_006233482	PDZ and LIM domain 5	621076	A0A8I6ADM7, A0A8I6ARU2, A0A8I6B1G1, A0A8I6G7D0, A0A8I6GJC1, A0A8I6GJY3, A0A8I6GKL2, A0A8L2QCL7
XP_006233483	PDZ and LIM domain 5	621076	A0A8I6ADM7, A0A8I6ARU2, A0A8I6B1G1, A0A8I6G7D0, A0A8I6GJC1, A0A8I6GJY3, A0A8I6GKL2, A0A8L2QCL7
XP_006233484	PDZ and LIM domain 5	621076	A0A8I6ADM7, A0A8I6ARU2, A0A8I6B1G1, A0A8I6G7D0, A0A8I6GJC1, A0A8I6GJY3, A0A8I6GKL2, A0A8L2QCL7
XP_006233485	PDZ and LIM domain 5	621076	A0A8I6ADM7, A0A8I6ARU2, A0A8I6B1G1, A0A8I6G7D0, A0A8I6GJC1, A0A8I6GJY3, A0A8I6GKL2, A0A8L2QCL7
XP_006233493	SH3 domain -containing GRB2-like endophilin B1	1304859	A0A0G2K714, A0A8I5ZL78, A0A8I6ADA0, A0A8I6AKY2, Q6AYE2
XP_006233495	SH3 domain -containing GRB2-like endophilin B1	1304859	A0A0G2K714, A0A8I5ZL78, A0A8I6ADA0, A0A8I6AKY2, Q6AYE2
XP_006233497	SH3 domain -containing GRB2-like endophilin B1	1304859	A0A0G2K714, A0A8I5ZL78, A0A8I6ADA0, A0A8I6AKY2, Q6AYE2
XP_006233501	outer dense fiber of sperm tails 2-like	1593831	A0A0G2K7F1, A0A8I5ZXN4, A0A8I6GC60, G3V7S9
XP_006233502	outer dense fiber of sperm tails 2-like	1593831	A0A0G2K7F1, A0A8I5ZXN4, A0A8I6GC60, G3V7S9
XP_006233505	outer dense fiber of sperm tails 2-like	1593831	A0A0G2K7F1, A0A8I5ZXN4, A0A8I6GC60, G3V7S9
XP_006233508	outer dense fiber of sperm tails 2-like	1593831	A0A0G2K7F1, A0A8I5ZXN4, A0A8I6GC60, G3V7S9
XP_006233509	outer dense fiber of sperm tails 2-like	1593831	A0A0G2K7F1, A0A8I5ZXN4, A0A8I6GC60, G3V7S9
XP_006233511	outer dense fiber of sperm tails 2-like	1593831	A0A0G2K7F1, A0A8I5ZXN4, A0A8I6GC60, G3V7S9
XP_006233512	urate oxidase	621369	A0A8I6GEX3, A0A8I6GG42, A0A8L2QB48
XP_006233513	protein kinase cAMP-activated catalytic subunit beta	1310574	A0A8I6A4F6, A0A8I6AUN6, A0A8I6AV42, A0A8I6GBC1, P68182
XP_006233514	protein kinase cAMP-activated catalytic subunit beta	1310574	A0A8I6A4F6, A0A8I6AUN6, A0A8I6AV42, A0A8I6GBC1, P68182
XP_006233515	protein kinase cAMP-activated catalytic subunit beta	1310574	A0A8I6A4F6, A0A8I6AUN6, A0A8I6AV42, A0A8I6GBC1, P68182
XP_006233559	interferon-induced protein 44	1310523	B0BNB7, D3ZAF8
XP_006233560	interferon-induced protein 44	1310523	B0BNB7, D3ZAF8
XP_006233569	far upstream element binding protein 1	1591892	A0A140TAJ3, A0A8I5YBV8, A0A8I6APY2
XP_006233575	far upstream element binding protein 1	1591892	A0A140TAJ3, A0A8I5YBV8, A0A8I6APY2
XP_006233597	prostaglandin E receptor 3	3435	A0A0G2JSK4, G3V7D9
XP_006233599	DEP domain containing 1	1306987	A0A8I6AEC2, D3ZGJ9
XP_006233600	leucine rich repeat containing 40	1562017	A0A8I6AEF1, A0A8I6GL58, G3V7I7
XP_006233616	NMDA receptor synaptonuclear signaling and neuronal migration factor	619819	A0A140TAI4, A0A8I6ABM3, A0A8I6GKU3, D3ZVR5, D4A9M2, D4AAJ2, F1LLY3
XP_006233636	calcium voltage-gated channel subunit alpha1 B	628852	A0A8I5ZZF2, A0A8I6A8G2, A0A8I6GME3, F1LQ87, F1LRE0
XP_006233643	complement C8 gamma chain	1309074	A0A0G2JYI8, A0A8I5YC83, A0A8I5ZKU8, A0A8I5ZP72, A0A8I6A1Y6, A0A8I6A491, A0A8I6AEX7, B3EY83, D3ZPI8
XP_006233652	chloride intracellular channel 3	1307249	A0A8I5ZSV9, D3ZY91
XP_006233655	pleckstrin and Sec7 domain containing 4	1310289	A0A8I6A7Y6, D3ZPP3
XP_006233659	zinc finger, MYND-type containing 19	735079	A0A8I6AB25, Q7TSV3
XP_006233680	euchromatic histone lysine methyltransferase 1	1307588	A0A0G2K889, A0A8I6AB09, A0A8I6ABS0, A0A8I6ANQ0, D4A005
XP_006233681	euchromatic histone lysine methyltransferase 1	1307588	A0A0G2K889, A0A8I6AB09, A0A8I6ABS0, A0A8I6ANQ0, D4A005
XP_006233690	F-box and WD repeat domain containing 5	1305661	Q4KLI9
XP_006233698	interleukin 1 receptor antagonist	621159	A0A0H2UHE2, A0A8I5ZSV5, A0A8I6A7A6, A0A8I6AA20
XP_006233699	interleukin 1 receptor antagonist	621159	A0A0H2UHE2, A0A8I5ZSV5, A0A8I6A7A6, A0A8I6AA20
XP_006233724	SEC16 homolog A, endoplasmic reticulum export factor	2322350	A0A8I5ZPJ7, A0A8I5ZTA3, D3ZN76
XP_006233725	SEC16 homolog A, endoplasmic reticulum export factor	2322350	A0A8I5ZPJ7, A0A8I5ZTA3, D3ZN76
XP_006233726	SEC16 homolog A, endoplasmic reticulum export factor	2322350	A0A8I5ZPJ7, A0A8I5ZTA3, D3ZN76
XP_006233728	SEC16 homolog A, endoplasmic reticulum export factor	2322350	A0A8I5ZPJ7, A0A8I5ZTA3, D3ZN76
XP_006233732	G-protein signaling modulator 1	628682	A0A8I5ZNN7, A0A8I5ZZF6, A0A8I6AC91, A0A8I6AMW5, A0A8L2R2Q0, G3V9X2
XP_006233734	calmodulin regulated spectrin-associated protein 1	1565022	A0A0G2K5T1, A0A8I5ZW13, A0A8I6GHB0, D3Z8E6
XP_006233735	calmodulin regulated spectrin-associated protein 1	1565022	A0A0G2K5T1, A0A8I5ZW13, A0A8I6GHB0, D3Z8E6
XP_006233736	calmodulin regulated spectrin-associated protein 1	1565022	A0A0G2K5T1, A0A8I5ZW13, A0A8I6GHB0, D3Z8E6
XP_006233737	calmodulin regulated spectrin-associated protein 1	1565022	A0A0G2K5T1, A0A8I5ZW13, A0A8I6GHB0, D3Z8E6
XP_006233743	endosome associated trafficking regulator 1	1305930	A0A0G2JTN0, A0A8I6A2U5, A0A8I6ARC0, A0A8I6AUN1, F1LMK3
XP_006233744	endosome associated trafficking regulator 1	1305930	A0A0G2JTN0, A0A8I6A2U5, A0A8I6ARC0, A0A8I6AUN1, F1LMK3
XP_006233747	endosome associated trafficking regulator 1	1305930	A0A0G2JTN0, A0A8I6A2U5, A0A8I6ARC0, A0A8I6AUN1, F1LMK3
XP_006233769	potassium sodium-activated channel subfamily T member 1	621106	A0A8I6A9R0, A0A8I6ALJ8, D3ZNI9, F1LSG1
XP_006233813	ral guanine nucleotide dissociation stimulator	3533	A0A0G2K7U4, A0A8I6A7N2, A0A8I6A8C4, F1LN84
XP_006233814	ral guanine nucleotide dissociation stimulator	3533	A0A0G2K7U4, A0A8I6A7N2, A0A8I6A8C4, F1LN84
XP_006233815	ral guanine nucleotide dissociation stimulator	3533	A0A0G2K7U4, A0A8I6A7N2, A0A8I6A8C4, F1LN84
XP_006233824	sperm acrosome associated 9	727909	A0A8I6A8T2, A0A8I6GL53, A0A8L2Q9C4
XP_006233831	cerebral endothelial cell adhesion molecule	1304778	A0A0H2UI04, A0A8L2RBI3
XP_006233834	Set nuclear proto-oncogene	1305921	A0A0G2JZ66, A0A8I5ZLW3, A0A8I5ZRC3, A0A8I6AFH6, A0A8L2R247, D3ZC07
XP_006233836	Set nuclear proto-oncogene	1305921	A0A0G2JZ66, A0A8I5ZLW3, A0A8I5ZRC3, A0A8I6AFH6, A0A8L2R247, D3ZC07
XP_006233839	phytanoyl-CoA dioxygenase domain containing 1	1310377	A0A8I6AEE4, A0A8I6AK09, A0A8L2QBX0
XP_006233862	netrin G2	1307089	A0A0G2K5J5, A0A8I5ZVI0, A0A8I6ADT9, D4A9F4
XP_006233873	kynurenine aminotransferase 1	1306912	A0A8I5ZSP9, A0A8I5ZZT5, A0A8I6AEE2, G3V827
XP_006233878	SH3 domain-containing GRB2-like endophilin B2	1305886	A0A0G2K9P4, A0A8I5Y0M5, A0A8I5ZMU1, A0A8I5ZYB8, A0A8I5ZZ43, A0A8I6GHN4, A0A8I6GM93, D4A7V1
XP_006233879	SH3 domain-containing GRB2-like endophilin B2	1305886	A0A0G2K9P4, A0A8I5Y0M5, A0A8I5ZMU1, A0A8I5ZYB8, A0A8I5ZZ43, A0A8I6GHN4, A0A8I6GM93, D4A7V1
XP_006233880	SH3 domain-containing GRB2-like endophilin B2	1305886	A0A0G2K9P4, A0A8I5Y0M5, A0A8I5ZMU1, A0A8I5ZYB8, A0A8I5ZZ43, A0A8I6GHN4, A0A8I6GM93, D4A7V1
XP_006233881	SH3 domain-containing GRB2-like endophilin B2	1305886	A0A0G2K9P4, A0A8I5Y0M5, A0A8I5ZMU1, A0A8I5ZYB8, A0A8I5ZZ43, A0A8I6GHN4, A0A8I6GM93, D4A7V1
XP_006233884	SH3 domain-containing GRB2-like endophilin B2	1305886	A0A0G2K9P4, A0A8I5Y0M5, A0A8I5ZMU1, A0A8I5ZYB8, A0A8I5ZZ43, A0A8I6GHN4, A0A8I6GM93, D4A7V1
XP_006233887	bromodomain containing 3	1308925	B5DF71, D3ZWU1
XP_006233888	bromodomain containing 3	1308925	B5DF71, D3ZWU1
XP_006233898	GLE1 RNA export mediator	1307329	A0A8I6A4N4, A0A8I6G464, A0A8I6GL68, A0A8L2QAQ0, Q4KLN4
XP_006233904	SPOUT domain containing methyltransferase 1	1563514	A0A0G2QC59, A0A8I5ZVR0
XP_006233933	general transcription factor IIIC subunit 4	1592609	A0A8I6AGY8, A0A8I6GGZ8, D3ZD80
XP_006233935	collagen type V alpha 1 chain	70920	A0A0G2JX47, A0A8I6GA68, G3V763
XP_006233937	olfactomedin 1	620320	A0A8L2QVC3, Q62609
XP_006233938	olfactomedin 1	620320	A0A8L2QVC3, Q62609
XP_006233941	ADAM metallopeptidase with thrombospondin type 1 motif, 13	1311594	D4A0T9, M0R609
XP_006233944	transcription termination factor 1	1565673	A0A8I6AA77, A0A8I6B6I4, D4A1Z7
XP_006233945	transcription termination factor 1	1565673	A0A8I6AA77, A0A8I6B6I4, D4A1Z7
XP_006233948	senataxin	1565575	A0A8I5ZVF7, A0A8I5ZYQ6, D4AEB3
XP_006233949	senataxin	1565575	A0A8I5ZVF7, A0A8I5ZYQ6, D4AEB3
XP_006233964	Rap guanine nucleotide exchange factor 1	619793	A0A8I5ZQV4, A0A8I5ZRV1, A0A8I5ZUL6, A0A8I6A6H6, F1M8L9
XP_006233965	proline rich transmembrane protein 1B	7582623	M0RCN8
XP_006233967	nucleoporin 188	1306022	A0A8I5Y6G4, A0A8I6GC98, F1LRC6
XP_006233968	nucleoporin 188	1306022	A0A8I5Y6G4, A0A8I6GC98, F1LRC6
XP_006233969	similar to Vomeronasal secretory protein 2 precursor (Vomeronasal secretory protein II) (VNSP II) (Lipocalin-4)	1596715	D3ZFU1, D3ZJV7
